CMA_NAME,CMA_CODE,CS_CODE,CTNAME,STATUS,MUNICIPALUNIT,POPULATION_2021
Toronto,35535,3520005,0249.03,Census Tract,Toronto,5569
Toronto,35535,3520005,0249.04,Census Tract,Toronto,2709
Toronto,35535,3520005,0249.05,Census Tract,Toronto,5606
Toronto,35535,3520005,0250.01,Census Tract,Toronto,5047
Toronto,35535,3520005,0250.02,Census Tract,Toronto,4958
Toronto,35535,3520005,0250.04,Census Tract,Toronto,5939
Toronto,35535,3520005,0250.05,Census Tract,Toronto,7031
Toronto,35535,3520005,0260.01,Census Tract,Toronto,6590
Toronto,35535,3520005,0260.04,Census Tract,Toronto,3879
Toronto,35535,3520005,0260.05,Census Tract,Toronto,4139
Toronto,35535,3520005,0260.06,Census Tract,Toronto,4354
Toronto,35535,3520005,0260.07,Census Tract,Toronto,3591
Toronto,35535,3520005,0261.00,Census Tract,Toronto,5547
Toronto,35535,3520005,0262.01,Census Tract,Toronto,5848
Toronto,35535,3520005,0262.02,Census Tract,Toronto,6252
Toronto,35535,3520005,0263.02,Census Tract,Toronto,3873
Toronto,35535,3520005,0263.03,Census Tract,Toronto,4635
Toronto,35535,3520005,0263.04,Census Tract,Toronto,6464
Toronto,35535,3520005,0264.00,Census Tract,Toronto,1260
Toronto,35535,3520005,0265.00,Census Tract,Toronto,5555
Toronto,35535,3520005,0266.00,Census Tract,Toronto,3094
Toronto,35535,3520005,0267.00,Census Tract,Toronto,6042
Toronto,35535,3520005,0268.00,Census Tract,Toronto,6458
Toronto,35535,3520005,0269.01,Census Tract,Toronto,5284
Toronto,35535,3520005,0269.02,Census Tract,Toronto,2562
Toronto,35535,3520005,0270.01,Census Tract,Toronto,4763
Toronto,35535,3520005,0270.02,Census Tract,Toronto,4263
Toronto,35535,3520005,0271.01,Census Tract,Toronto,2394
Toronto,35535,3520005,0271.02,Census Tract,Toronto,4724
Toronto,35535,3520005,0272.01,Census Tract,Toronto,5945
Toronto,35535,3520005,0272.02,Census Tract,Toronto,4623
Toronto,35535,3520005,0273.01,Census Tract,Toronto,3703
Toronto,35535,3520005,0273.02,Census Tract,Toronto,4032
Toronto,35535,3520005,0274.01,Census Tract,Toronto,4712
Toronto,35535,3520005,0274.02,Census Tract,Toronto,4558
Toronto,35535,3520005,0275.00,Census Tract,Toronto,5567
Toronto,35535,3520005,0276.01,Census Tract,Toronto,6317
Toronto,35535,3520005,0276.02,Census Tract,Toronto,6567
Toronto,35535,3520005,0277.00,Census Tract,Toronto,3925
Toronto,35535,3520005,0278.00,Census Tract,Toronto,7734
Toronto,35535,3520005,0279.01,Census Tract,Toronto,4135
Toronto,35535,3520005,0279.02,Census Tract,Toronto,6140
Toronto,35535,3520005,0280.00,Census Tract,Toronto,7217
Toronto,35535,3520005,0281.01,Census Tract,Toronto,6403
Toronto,35535,3520005,0281.02,Census Tract,Toronto,3921
Toronto,35535,3520005,0282.00,Census Tract,Toronto,4588
Toronto,35535,3520005,0283.01,Census Tract,Toronto,5153
Toronto,35535,3520005,0283.02,Census Tract,Toronto,4390
Toronto,35535,3520005,0284.00,Census Tract,Toronto,6762
Toronto,35535,3520005,0285.00,Census Tract,Toronto,3278
Toronto,35535,3520005,0286.00,Census Tract,Toronto,6768
Toronto,35535,3520005,0287.02,Census Tract,Toronto,6471
Toronto,35535,3520005,0287.03,Census Tract,Toronto,2699
Toronto,35535,3520005,0287.04,Census Tract,Toronto,4551
Toronto,35535,3520005,0288.00,Census Tract,Toronto,11027
Toronto,35535,3520005,0289.00,Census Tract,Toronto,4885
Toronto,35535,3520005,0290.01,Census Tract,Toronto,3748
Toronto,35535,3520005,0290.02,Census Tract,Toronto,1652
Toronto,35535,3520005,0291.02,Census Tract,Toronto,4881
Toronto,35535,3520005,0291.03,Census Tract,Toronto,2721
Toronto,35535,3520005,0291.04,Census Tract,Toronto,1572
Toronto,35535,3520005,0292.00,Census Tract,Toronto,8580
Toronto,35535,3520005,0293.00,Census Tract,Toronto,6808
Toronto,35535,3520005,0294.01,Census Tract,Toronto,4177
Toronto,35535,3520005,0294.02,Census Tract,Toronto,4449
Toronto,35535,3520005,0295.00,Census Tract,Toronto,5481
Toronto,35535,3520005,0296.00,Census Tract,Toronto,1744
Toronto,35535,3520005,0297.01,Census Tract,Toronto,7239
Toronto,35535,3520005,0297.02,Census Tract,Toronto,6646
Toronto,35535,3520005,0298.00,Census Tract,Toronto,4561
Toronto,35535,3520005,0299.01,Census Tract,Toronto,6289
Toronto,35535,3520005,0299.02,Census Tract,Toronto,5130
Toronto,35535,3520005,0300.01,Census Tract,Toronto,3850
Toronto,35535,3520005,0300.02,Census Tract,Toronto,7505
Toronto,35535,3520005,0300.03,Census Tract,Toronto,2448
Toronto,35535,3520005,0301.01,Census Tract,Toronto,2863
Toronto,35535,3520005,0301.03,Census Tract,Toronto,8324
Toronto,35535,3520005,0301.04,Census Tract,Toronto,8766
Toronto,35535,3520005,0302.01,Census Tract,Toronto,6114
Toronto,35535,3520005,0302.02,Census Tract,Toronto,5867
Toronto,35535,3520005,0302.03,Census Tract,Toronto,3267
Toronto,35535,3520005,0303.00,Census Tract,Toronto,6080
Toronto,35535,3520005,0304.01,Census Tract,Toronto,4404
Toronto,35535,3520005,0304.02,Census Tract,Toronto,4595
Toronto,35535,3520005,0304.03,Census Tract,Toronto,2484
Toronto,35535,3520005,0304.04,Census Tract,Toronto,3482
Toronto,35535,3520005,0304.05,Census Tract,Toronto,2686
Toronto,35535,3520005,0304.06,Census Tract,Toronto,5725
Toronto,35535,3520005,0305.01,Census Tract,Toronto,4421
Toronto,35535,3520005,0305.03,Census Tract,Toronto,4766
Toronto,35535,3520005,0305.05,Census Tract,Toronto,6580
Toronto,35535,3520005,0305.06,Census Tract,Toronto,4366
Toronto,35535,3520005,0306.01,Census Tract,Toronto,4612
Toronto,35535,3520005,0306.02,Census Tract,Toronto,4686
Toronto,35535,3520005,0307.03,Census Tract,Toronto,4957
Toronto,35535,3520005,0307.04,Census Tract,Toronto,6919
Toronto,35535,3520005,0307.05,Census Tract,Toronto,3365
Toronto,35535,3520005,0307.06,Census Tract,Toronto,5057
Toronto,35535,3520005,0307.07,Census Tract,Toronto,6216
Toronto,35535,3520005,0308.02,Census Tract,Toronto,4327
Toronto,35535,3520005,0308.03,Census Tract,Toronto,1115
Toronto,35535,3520005,0308.05,Census Tract,Toronto,2386
Toronto,35535,3520005,0308.06,Census Tract,Toronto,5585
Toronto,35535,3520005,0308.07,Census Tract,Toronto,3797
Toronto,35535,3520005,0309.00,Census Tract,Toronto,6361
Toronto,35535,3520005,0310.01,Census Tract,Toronto,3609
Toronto,35535,3520005,0310.02,Census Tract,Toronto,5328
Toronto,35535,3520005,0311.02,Census Tract,Toronto,6010
Toronto,35535,3520005,0311.03,Census Tract,Toronto,2672
Toronto,35535,3520005,0311.04,Census Tract,Toronto,6517
Toronto,35535,3520005,0311.05,Census Tract,Toronto,6698
Toronto,35535,3520005,0311.06,Census Tract,Toronto,6660
Toronto,35535,3520005,0312.02,Census Tract,Toronto,3505
Toronto,35535,3520005,0312.03,Census Tract,Toronto,6374
Toronto,35535,3520005,0312.04,Census Tract,Toronto,5234
Toronto,35535,3520005,0312.05,Census Tract,Toronto,3685
Toronto,35535,3520005,0312.06,Census Tract,Toronto,3415
Toronto,35535,3520005,0312.07,Census Tract,Toronto,3535
Toronto,35535,3520005,0313.00,Census Tract,Toronto,5554
Toronto,35535,3520005,0314.01,Census Tract,Toronto,6275
Toronto,35535,3520005,0314.02,Census Tract,Toronto,5130
Toronto,35535,3520005,0315.01,Census Tract,Toronto,3267
Toronto,35535,3520005,0315.02,Census Tract,Toronto,3365
Toronto,35535,3520005,0315.03,Census Tract,Toronto,5562
Toronto,35535,3520005,0316.01,Census Tract,Toronto,3970
Toronto,35535,3520005,0316.03,Census Tract,Toronto,5761
Toronto,35535,3520005,0316.04,Census Tract,Toronto,4105
Toronto,35535,3520005,0316.05,Census Tract,Toronto,4104
Toronto,35535,3520005,0316.06,Census Tract,Toronto,3367
Toronto,35535,3520005,0317.02,Census Tract,Toronto,7242
Toronto,35535,3520005,0317.03,Census Tract,Toronto,3531
Toronto,35535,3520005,0317.04,Census Tract,Toronto,6731
Toronto,35535,3520005,0317.05,Census Tract,Toronto,2162
Toronto,35535,3520005,0318.01,Census Tract,Toronto,4762
Toronto,35535,3520005,0318.02,Census Tract,Toronto,4137
Toronto,35535,3520005,0319.00,Census Tract,Toronto,4099
Toronto,35535,3520005,0320.01,Census Tract,Toronto,5178
Toronto,35535,3520005,0320.02,Census Tract,Toronto,5802
Toronto,35535,3520005,0321.01,Census Tract,Toronto,3808
Toronto,35535,3520005,0321.02,Census Tract,Toronto,3879
Toronto,35535,3520005,0322.01,Census Tract,Toronto,4495
Toronto,35535,3520005,0322.02,Census Tract,Toronto,3814
Toronto,35535,3520005,0323.01,Census Tract,Toronto,4274
Toronto,35535,3520005,0323.02,Census Tract,Toronto,4950
Toronto,35535,3520005,0324.01,Census Tract,Toronto,3275
Toronto,35535,3520005,0324.02,Census Tract,Toronto,5925
Toronto,35535,3520005,0324.03,Census Tract,Toronto,3671
Toronto,35535,3520005,0324.05,Census Tract,Toronto,3336
Toronto,35535,3520005,0324.06,Census Tract,Toronto,3442
Toronto,35535,3520005,0330.00,Census Tract,Toronto,4252
Toronto,35535,3520005,0331.01,Census Tract,Toronto,5545
Toronto,35535,3520005,0331.03,Census Tract,Toronto,6065
Toronto,35535,3520005,0331.04,Census Tract,Toronto,3372
Toronto,35535,3520005,0332.00,Census Tract,Toronto,7337
Toronto,35535,3520005,0333.00,Census Tract,Toronto,4717
Toronto,35535,3520005,0334.00,Census Tract,Toronto,3610
Toronto,35535,3520005,0335.00,Census Tract,Toronto,7857
Toronto,35535,3520005,0336.00,Census Tract,Toronto,6901
Toronto,35535,3520005,0337.01,Census Tract,Toronto,1177
Toronto,35535,3520005,0337.02,Census Tract,Toronto,2008
Toronto,35535,3520005,0338.00,Census Tract,Toronto,6092
Toronto,35535,3520005,0339.00,Census Tract,Toronto,6937
Toronto,35535,3520005,0340.00,Census Tract,Toronto,6931
Toronto,35535,3520005,0341.02,Census Tract,Toronto,4576
Toronto,35535,3520005,0341.03,Census Tract,Toronto,3185
Toronto,35535,3520005,0341.04,Census Tract,Toronto,6152
Toronto,35535,3520005,0342.00,Census Tract,Toronto,7329
Toronto,35535,3520005,0343.00,Census Tract,Toronto,4260
Toronto,35535,3520005,0344.01,Census Tract,Toronto,5183
Toronto,35535,3520005,0344.02,Census Tract,Toronto,3301
Toronto,35535,3520005,0345.00,Census Tract,Toronto,4042
Toronto,35535,3520005,0346.01,Census Tract,Toronto,4630
Toronto,35535,3520005,0346.02,Census Tract,Toronto,5323
Toronto,35535,3520005,0347.00,Census Tract,Toronto,3390
Toronto,35535,3520005,0348.00,Census Tract,Toronto,5780
Toronto,35535,3520005,0349.00,Census Tract,Toronto,5633
Toronto,35535,3520005,0350.00,Census Tract,Toronto,5228
Toronto,35535,3520005,0351.01,Census Tract,Toronto,5376
Toronto,35535,3520005,0351.02,Census Tract,Toronto,2683
Toronto,35535,3520005,0352.00,Census Tract,Toronto,5278
Toronto,35535,3520005,0353.02,Census Tract,Toronto,5464
Toronto,35535,3520005,0353.03,Census Tract,Toronto,3000
Toronto,35535,3520005,0353.04,Census Tract,Toronto,4255
Toronto,35535,3520005,0354.00,Census Tract,Toronto,5421
Toronto,35535,3520005,0355.02,Census Tract,Toronto,5097
Toronto,35535,3520005,0355.04,Census Tract,Toronto,5152
Toronto,35535,3520005,0355.05,Census Tract,Toronto,3525
Toronto,35535,3520005,0355.06,Census Tract,Toronto,1791
Toronto,35535,3520005,0356.00,Census Tract,Toronto,4962
Toronto,35535,3520005,0357.01,Census Tract,Toronto,6706
Toronto,35535,3520005,0357.02,Census Tract,Toronto,5001
Toronto,35535,3520005,0358.01,Census Tract,Toronto,3504
Toronto,35535,3520005,0358.02,Census Tract,Toronto,5280
Toronto,35535,3520005,0358.03,Census Tract,Toronto,5718
Toronto,35535,3520005,0359.00,Census Tract,Toronto,7681
Toronto,35535,3520005,0360.00,Census Tract,Toronto,6231
Toronto,35535,3520005,0361.01,Census Tract,Toronto,6037
Toronto,35535,3520005,0361.02,Census Tract,Toronto,7416
Toronto,35535,3520005,0362.01,Census Tract,Toronto,6291
Toronto,35535,3520005,0362.02,Census Tract,Toronto,5803
Toronto,35535,3520005,0362.03,Census Tract,Toronto,6875
Toronto,35535,3520005,0362.04,Census Tract,Toronto,5240
Toronto,35535,3520005,0363.02,Census Tract,Toronto,3270
Toronto,35535,3520005,0363.04,Census Tract,Toronto,3908
Toronto,35535,3520005,0363.05,Census Tract,Toronto,4665
Toronto,35535,3520005,0363.06,Census Tract,Toronto,7176
Toronto,35535,3520005,0363.07,Census Tract,Toronto,5164
Toronto,35535,3520005,0364.01,Census Tract,Toronto,5865
Toronto,35535,3520005,0364.02,Census Tract,Toronto,3110
Toronto,35535,3520005,0365.00,Census Tract,Toronto,7650
Toronto,35535,3520005,0366.00,Census Tract,Toronto,6228
Toronto,35535,3520005,0367.01,Census Tract,Toronto,4534
Toronto,35535,3520005,0367.02,Census Tract,Toronto,3560
Toronto,35535,3520005,0368.01,Census Tract,Toronto,6624
Toronto,35535,3520005,0368.02,Census Tract,Toronto,4365
Toronto,35535,3520005,0369.00,Census Tract,Toronto,8145
Toronto,35535,3520005,0370.01,Census Tract,Toronto,9656
Toronto,35535,3520005,0370.02,Census Tract,Toronto,5574
Toronto,35535,3520005,0370.03,Census Tract,Toronto,4262
Toronto,35535,3520005,0371.00,Census Tract,Toronto,8463
Toronto,35535,3520005,0372.00,Census Tract,Toronto,4333
Toronto,35535,3520005,0373.00,Census Tract,Toronto,4934
Toronto,35535,3520005,0374.01,Census Tract,Toronto,5150
Toronto,35535,3520005,0374.02,Census Tract,Toronto,3171
Toronto,35535,3520005,0374.03,Census Tract,Toronto,4053
Toronto,35535,3520005,0375.01,Census Tract,Toronto,6266
Toronto,35535,3520005,0375.02,Census Tract,Toronto,1887
Toronto,35535,3520005,0375.03,Census Tract,Toronto,5221
Toronto,35535,3520005,0375.04,Census Tract,Toronto,5785
Toronto,35535,3520005,0375.05,Census Tract,Toronto,6915
Toronto,35535,3520005,0376.01,Census Tract,Toronto,5025
Toronto,35535,3520005,0376.02,Census Tract,Toronto,4667
Toronto,35535,3520005,0376.04,Census Tract,Toronto,5296
Toronto,35535,3520005,0376.05,Census Tract,Toronto,6299
Toronto,35535,3520005,0376.06,Census Tract,Toronto,428
Toronto,35535,3520005,0376.08,Census Tract,Toronto,6056
Toronto,35535,3520005,0376.09,Census Tract,Toronto,4250
Toronto,35535,3520005,0376.11,Census Tract,Toronto,3313
Toronto,35535,3520005,0376.12,Census Tract,Toronto,5081
Toronto,35535,3520005,0376.13,Census Tract,Toronto,3626
Toronto,35535,3520005,0376.14,Census Tract,Toronto,3472
Toronto,35535,3520005,0376.15,Census Tract,Toronto,3560
Toronto,35535,3520005,0376.16,Census Tract,Toronto,4484
Toronto,35535,3520005,0377.02,Census Tract,Toronto,4356
Toronto,35535,3520005,0377.03,Census Tract,Toronto,2682
Toronto,35535,3520005,0377.04,Census Tract,Toronto,5466
Toronto,35535,3520005,0377.06,Census Tract,Toronto,3408
Toronto,35535,3520005,0377.07,Census Tract,Toronto,4556
Toronto,35535,3520005,0377.08,Census Tract,Toronto,4912
Toronto,35535,3520005,0377.09,Census Tract,Toronto,5506
Toronto,35535,3520005,0378.02,Census Tract,Toronto,2970
Toronto,35535,3520005,0378.03,Census Tract,Toronto,7948
Toronto,35535,3520005,0378.04,Census Tract,Toronto,5958
Toronto,35535,3520005,0378.05,Census Tract,Toronto,3905
Toronto,35535,3520005,0378.06,Census Tract,Toronto,5763
Toronto,35535,3520005,0378.07,Census Tract,Toronto,6694
Toronto,35535,3520005,0378.08,Census Tract,Toronto,6275
Toronto,35535,3520005,0378.11,Census Tract,Toronto,5633
Toronto,35535,3520005,0378.12,Census Tract,Toronto,5300
Toronto,35535,3520005,0378.14,Census Tract,Toronto,3707
Toronto,35535,3520005,0378.16,Census Tract,Toronto,5695
Toronto,35535,3520005,0378.17,Census Tract,Toronto,3265
Toronto,35535,3520005,0378.18,Census Tract,Toronto,2587
Toronto,35535,3520005,0378.19,Census Tract,Toronto,4808
Toronto,35535,3520005,0378.20,Census Tract,Toronto,1918
Toronto,35535,3520005,0378.21,Census Tract,Toronto,3612
Toronto,35535,3520005,0378.22,Census Tract,Toronto,3114
Toronto,35535,3520005,0378.23,Census Tract,Toronto,3840
Toronto,35535,3520005,0378.24,Census Tract,Toronto,5820
Toronto,35535,3520005,0378.25,Census Tract,Toronto,7612
Toronto,35535,3520005,0378.26,Census Tract,Toronto,4867
Toronto,35535,3520005,0378.27,Census Tract,Toronto,5547
Toronto,35535,3520005,0378.28,Census Tract,Toronto,6946
Toronto,35535,3519036,0400.14,Census Tract,Markham,5604
Toronto,35535,3519036,0400.18,Census Tract,Markham,2418
Toronto,35535,3519036,0400.22,Census Tract,Markham,10353
Toronto,35535,3519036,0400.23,Census Tract,Markham,10615
Toronto,35535,3519036,0401.04,Census Tract,Markham,3065
Toronto,35535,3519036,0401.05,Census Tract,Markham,3245
Toronto,35535,3519036,0401.13,Census Tract,Markham,6839
Toronto,35535,3519036,0401.19,Census Tract,Markham,6305
Toronto,35535,3519036,0401.20,Census Tract,Markham,4107
Toronto,35535,3519036,0401.21,Census Tract,Markham,2707
Toronto,35535,3519036,0402.02,Census Tract,Markham,5837
Toronto,35535,3519036,0402.04,Census Tract,Markham,4960
Toronto,35535,3519036,0402.05,Census Tract,Markham,1969
Toronto,35535,3519028,0410.02,Census Tract,Vaughan,4193
Toronto,35535,3519028,0410.09,Census Tract,Vaughan,5094
Toronto,35535,3519028,0411.08,Census Tract,Vaughan,7466
Toronto,35535,3519028,0412.01,Census Tract,Vaughan,7278
Toronto,35535,3519028,0412.02,Census Tract,Vaughan,10261
Toronto,35535,3519028,0412.04,Census Tract,Vaughan,4282
Toronto,35535,3519028,0412.11,Census Tract,Vaughan,4443
Toronto,35535,3521005,0500.02,Census Tract,Mississauga,4780
Toronto,35535,3521005,0509.02,Census Tract,Mississauga,3418
Toronto,35535,3521005,0510.00,Census Tract,Mississauga,5388
Toronto,35535,3521005,0525.02,Census Tract,Mississauga,4207
Toronto,35535,3521005,0526.02,Census Tract,Mississauga,3502
Toronto,35535,3521005,0527.04,Census Tract,Mississauga,5615
Toronto,35535,3521005,0528.35,Census Tract,Mississauga,3056
Toronto,35535,3521005,0528.62,Census Tract,Mississauga,1778
Toronto,35535,3521005,0530.02,Census Tract,Mississauga,3117
Toronto,35535,3521005,0531.02,Census Tract,Mississauga,6405
Toronto,35535,3521010,0576.78,Census Tract,Brampton,5212
Toronto,35535,3520005,0802.01,Census Tract,Toronto,4011
Toronto,35535,3520005,0802.02,Census Tract,Toronto,5373
Toronto,35535,3518001,0803.03,Census Tract,Pickering,5633
Toronto,35535,3518001,0803.04,Census Tract,Pickering,6258
Toronto,35535,3518001,0806.00,Census Tract,Pickering,4854
Toronto,35535,3519028,0411.01,Census Tract,Vaughan,5327
Toronto,35535,3518001,0801.02,Census Tract,Pickering,6181